,x,y,alpha,beta
94,0.12396059780147728,0.31640625,0.0,0.0
95,0.7800313906276802,0.78125,0.0,0.0
96,0.6940394999394767,0.7138671875,0.0,0.0
97,0.09456151758130604,0.380859375,0.0,0.0
98,0.5730443152034893,0.509765625,0.0,0.0
99,0.18860870121953843,0.1787109375,0.0,0.0
100,0.5569689573750357,0.572265625,0.0,0.0
101,0.8659392034194086,0.8466796875,0.0,0.0
102,0.004548017042565022,0.23046875,0.0,0.0
103,0.6220166296999775,0.80859375,0.0,0.0
104,0.8897319296012767,0.5234375,0.0,0.0
105,0.632298676595623,0.783203125,0.0,0.0
106,0.8378000546412742,0.78125,0.0,0.0
107,0.7698050026737712,0.6455078125,0.0,0.0
108,0.19226746721503285,0.505859375,0.0,0.0
109,0.6919906303067079,0.900390625,0.0,0.0
110,0.2668151277871912,0.1357421875,0.0,0.0
111,0.2725277544577607,0.146484375,0.0,0.0
112,0.2529583966998181,0.17578125,0.0,0.0
113,0.27708312331542906,0.2275390625,0.0,0.0
114,0.25510995146602145,0.3115234375,0.0,0.0
115,0.4948647946118131,0.576171875,0.0,0.0
116,0.24505678988844737,0.3310546875,0.0,0.0
117,0.14516277786774812,0.1298828125,0.0,0.0
118,0.5017949500558004,0.76171875,0.0,0.0
119,0.40526111196227077,0.197265625,0.0,0.0
120,0.05449183090352283,0.341796875,0.0,0.0
121,0.6228337394411466,0.810546875,0.0,0.0
122,0.9273955677205447,0.6796875,0.0,0.0
123,0.02570494061777806,0.2109375,0.0,0.0
124,0.2319267804793682,0.3349609375,0.0,0.0
125,0.1808867963974894,0.1611328125,0.0,0.0
126,0.7492316346019676,0.361328125,0.0,0.0
127,0.7149158475854837,0.849609375,0.0,0.0
128,0.18412290359213035,0.65234375,0.0,0.0
129,0.7674793141486089,0.712890625,0.0,0.0
130,0.7517655814641323,0.833984375,0.0,0.0
131,0.2646043307525535,0.107421875,0.0,0.0
132,0.3060839874946152,0.3798828125,0.0,0.0
133,0.8517580129168464,0.72265625,0.0,0.0
134,0.7399472753449452,0.884765625,0.0,0.0
135,0.0694925494830464,0.09912109375,0.0,0.0
136,0.2974286798873318,0.693359375,0.0,0.0
137,0.3561720239928867,0.2890625,0.0,0.0
138,0.6648121656048673,0.59765625,0.0,0.0
139,0.919206321341651,0.86328125,0.0,0.0
140,0.7776367478662984,0.580078125,0.0,0.0
141,0.2807102631345868,0.50390625,0.0,0.0
142,0.9872738471322726,0.9847412109375,0.0,0.0
143,0.887882501089017,0.91943359375,0.0,0.0
144,0.7747407809937139,0.6376953125,0.0,0.0
145,0.18643853852904002,0.2880859375,0.0,0.0
146,0.8517627746481014,0.9423828125,0.0,0.0
147,0.3278492715159841,0.185546875,0.0,0.0
148,0.9172578264334817,0.84228515625,0.0,0.0
149,0.37186191323883366,0.2421875,0.0,0.0
150,0.14673977875948885,0.7109375,0.0,0.0
151,0.3777047112330183,0.80078125,0.0,0.0
152,0.5384260638593215,0.666015625,0.0,0.0
153,0.10341769533472434,0.09521484375,0.0,0.0
154,0.17348827853235005,0.1162109375,0.0,0.0
155,0.22761371335044533,0.001953125,0.0,0.0
156,0.9721533391609625,0.99609375,0.0,0.0
157,0.18884294432829585,0.330078125,0.0,0.0
158,0.3935471540836144,0.5400390625,0.0,0.0
159,0.8860008263328415,0.814453125,0.0,0.0
160,0.5826526217422908,0.6103515625,0.0,0.0
161,0.7634289945843122,0.7236328125,0.0,0.0
162,0.49541844573479565,0.439453125,0.0,0.0
163,0.6093167988605175,0.83984375,0.0,0.0
164,0.3988497254537057,0.65234375,0.0,0.0
165,0.19070796929851574,0.04296875,0.0,0.0
166,0.33746767245871545,0.365234375,0.0,0.0
167,0.9258698541451632,0.7763671875,0.0,0.0
168,0.10784498238519336,0.087890625,0.0,0.0
169,0.3980759487607034,0.146484375,0.0,0.0
170,0.7691877035797735,0.8818359375,0.0,0.0
171,0.1564837958402715,0.0751953125,0.0,0.0
172,0.36333349639636525,0.478515625,0.0,0.0
173,0.1924661847514043,0.515625,0.0,0.0
174,0.6338030545658964,0.861328125,0.0,0.0
175,0.13093051700950298,0.228515625,0.0,0.0
176,0.6021986046961225,0.6533203125,0.0,0.0
177,0.23583719103575929,0.501953125,0.0,0.0
178,0.01880418786913851,0.375,0.0,0.0
179,0.7783539543099233,0.81640625,0.0,0.0
180,0.13230901708951315,0.0400390625,0.0,0.0
181,0.4374984313235163,0.828125,0.0,0.0
182,0.49936061493111705,0.455078125,0.0,0.0
183,0.655683970696753,0.015625,0.0,0.0
184,0.1771269801071259,0.0419921875,0.0,0.0
185,0.5319013150490781,0.123046875,0.0,0.0
186,0.08430475782849234,0.234375,0.0,0.0
187,0.05217494158402192,0.03271484375,0.0,0.0
188,0.06264126633914646,0.734375,0.0,0.0
189,0.08340630388566428,0.1162109375,0.0,0.0
190,0.11548532111785959,0.12744140625,0.0,0.0
191,0.44053289751158764,0.4765625,0.0,0.0
192,0.17720350807517493,0.640625,0.0,0.0
193,0.08834504912091279,0.0224609375,0.0,0.0
194,0.8268243573434874,0.890625,0.0,0.0
195,0.48082835735560203,0.76171875,0.0,0.0
196,0.6716969601182812,0.7177734375,0.0,0.0
197,0.6294567370589783,0.08984375,0.0,0.0
198,0.08409646367916335,0.494140625,0.0,0.0
199,0.8825456278356816,0.8857421875,0.0,0.0
200,0.02927360511815691,0.08544921875,0.0,0.0
201,0.8594761740029702,0.9111328125,0.0,0.0
202,0.6190756812242334,0.203125,0.0,0.0
203,0.7174570460479556,0.8828125,0.0,0.0
204,0.12978740599463534,0.1201171875,0.0,0.0
205,0.28443208652386576,0.55078125,0.0,0.0
206,0.5865941865759609,0.646484375,0.0,0.0
207,0.3471684942686881,0.0546875,0.0,0.0
208,0.558714163119282,0.4775390625,0.0,0.0
209,0.3297429001560521,0.4609375,0.0,0.0
210,0.5089094149244918,0.439453125,0.0,0.0
211,0.39695166215724687,0.6484375,0.0,0.0
212,0.26894738066406876,0.29296875,0.0,0.0
213,0.2552742949834832,0.2275390625,0.0,0.0
214,0.6345677334760763,0.20703125,0.0,0.0
215,0.16665146807905384,0.0537109375,0.0,0.0
216,0.49742737018591043,0.185546875,0.0,0.0
217,0.8550084178517424,0.94140625,0.0,0.0
218,0.7753229317757717,0.5,0.0,0.0
219,0.957400653931463,0.941162109375,0.0,0.0
220,0.6436092548324356,0.7314453125,0.0,0.0
221,0.9370995127969292,0.98193359375,0.0,0.0
222,0.5472482157237202,0.5234375,0.0,0.0
223,0.20968491887926677,0.7265625,0.0,0.0
224,0.7511895698925175,0.890625,0.0,0.0
225,0.4740958690313636,0.15234375,0.0,0.0
226,0.9454946464563919,0.1875,0.0,0.0
227,0.615987557464711,0.814453125,0.0,0.0
228,0.09297816590840069,0.029296875,0.0,0.0
229,0.860142162936448,0.720703125,0.0,0.0
230,0.33935555351205804,0.1953125,0.0,0.0
231,0.91995248639893,0.63671875,0.0,0.0
232,0.8889484731399209,0.71484375,0.0,0.0
233,0.31633330998505704,0.3701171875,0.0,0.0
234,0.578577924984921,0.80859375,0.0,0.0
235,0.617275788146693,0.70703125,0.0,0.0
236,0.46809463824638664,0.4228515625,0.0,0.0
237,0.07858949335553644,0.51171875,0.0,0.0
238,0.7682154337401832,0.7890625,0.0,0.0
239,0.6296568399972859,0.49609375,0.0,0.0
240,0.4306051197655931,0.13671875,0.0,0.0
241,0.9547349048926792,0.91357421875,0.0,0.0
242,0.35705635285168724,0.17578125,0.0,0.0
243,0.2792778297303288,0.0537109375,0.0,0.0
244,0.697517318765004,0.7900390625,0.0,0.0
245,0.5168941390553363,0.220703125,0.0,0.0
246,0.6457069248252812,0.85546875,0.0,0.0
247,0.7093598273606384,0.591796875,0.0,0.0
248,0.4501697097918568,0.677734375,0.0,0.0
249,0.04038813541799191,0.1318359375,0.0,0.0
250,0.6519248422301466,0.56640625,0.0,0.0
251,0.7205991755502525,0.7734375,0.0,0.0
252,0.8248962910086599,0.7998046875,0.0,0.0
253,0.5916429205072412,0.6416015625,0.0,0.0
254,0.28730496604199496,0.193359375,0.0,0.0
255,0.8938047183343488,0.8369140625,0.0,0.0
256,0.7759173922784522,0.9140625,0.0,0.0
257,0.38992738345608535,0.41796875,0.0,0.0
258,0.4905627765052628,0.447265625,0.0,0.0
259,0.7874472048190164,0.9033203125,0.0,0.0
260,0.723403033551773,0.876953125,0.0,0.0
261,0.21388038923393726,0.376953125,0.0,0.0
262,0.8686362776318146,0.359375,0.0,0.0
263,0.2815745017370427,0.4619140625,0.0,0.0
264,0.6553233467568359,0.26171875,0.0,0.0
265,0.306891642828818,0.8515625,0.0,0.0
266,0.09356748953536342,0.08544921875,0.0,0.0
267,0.9532331417368176,0.979248046875,0.0,0.0
268,0.35091444223957,0.20703125,0.0,0.0
269,0.44741423962288995,0.0625,0.0,0.0
270,0.37348981444494256,0.453125,0.0,0.0
271,0.3558024606953817,0.556640625,0.0,0.0
272,0.9671900484064975,0.9825439453125,0.0,0.0
273,0.21474096922479968,0.1748046875,0.0,0.0
274,0.31534237483742167,0.765625,0.0,0.0
275,0.2705223625121853,0.3642578125,0.0,0.0
276,0.028986844017099056,0.03515625,0.0,0.0
277,0.9984666809411542,0.9853515625,0.0,0.0
278,0.04428373687457787,0.2734375,0.0,0.0
279,0.6887168578052585,0.79296875,0.0,0.0
280,0.916027117490514,0.49609375,0.0,0.0
281,0.6548077174234801,0.984375,0.0,0.0
282,0.7907989560150721,0.857421875,0.0,0.0
283,0.478704292442954,0.2890625,0.0,0.0
284,0.7731442168126315,0.931640625,0.0,0.0
285,0.7029356081394286,0.328125,0.0,0.0
286,0.3583785081640628,0.291015625,0.0,0.0
287,0.34203214618091615,0.01171875,0.0,0.0
288,0.6013678639717667,0.890625,0.0,0.0
289,0.8553567876262541,0.7939453125,0.0,0.0
290,0.5316590494863846,0.537109375,0.0,0.0
291,0.058895280731606436,0.796875,0.0,0.0
292,0.7900392269822435,0.884765625,0.0,0.0
293,0.4107554854111539,0.28515625,0.0,0.0
294,0.17589358795954924,0.0869140625,0.0,0.0
295,0.8293779203137935,0.125,0.0,0.0
296,0.9162674522113574,0.9111328125,0.0,0.0
297,0.42782297859607765,0.3583984375,0.0,0.0
298,0.5517352305561233,0.7421875,0.0,0.0
299,0.21628732718878274,0.33984375,0.0,0.0
300,0.8563992206565589,0.658203125,0.0,0.0
301,0.018881385930423877,0.008544921875,0.0,0.0
302,0.6551561266166555,0.16015625,0.0,0.0
303,0.4519435047673407,0.875,0.0,0.0
304,0.1366599633010085,0.52734375,0.0,0.0
305,0.5109071612842646,0.91796875,0.0,0.0
306,0.03494880379392595,0.044921875,0.0,0.0
307,0.297227853405463,0.734375,0.0,0.0
308,0.603691130695559,0.6748046875,0.0,0.0
309,0.044445852285717624,0.4140625,0.0,0.0
310,0.5237667362433986,0.7578125,0.0,0.0
311,0.70432092820987,0.501953125,0.0,0.0
312,0.5578893498698604,0.76171875,0.0,0.0
313,0.5410258180907513,0.134765625,0.0,0.0
314,0.2478842767279653,0.568359375,0.0,0.0
315,0.7210631321386803,0.48046875,0.0,0.0
316,0.05229835634326241,0.6484375,0.0,0.0
317,0.533130975328368,0.244140625,0.0,0.0
318,0.007148599712520798,0.0986328125,0.0,0.0
319,0.7105124834332708,0.849609375,0.0,0.0
320,0.1275624783945386,0.326171875,0.0,0.0
321,0.21529571543088388,0.1064453125,0.0,0.0
322,0.8018353914654847,0.41796875,0.0,0.0
323,0.20328302005694376,0.6640625,0.0,0.0
324,0.4406842722922071,0.9375,0.0,0.0
325,0.8369021762424154,0.83349609375,0.0,0.0
326,0.9538278064095745,0.97802734375,0.0,0.0
327,0.8730924858825544,0.89306640625,0.0,0.0
328,0.08539232428886923,0.23828125,0.0,0.0
329,0.5972754638276797,0.6357421875,0.0,0.0
330,0.8075372915108637,0.921875,0.0,0.0
331,0.5446302659167492,0.162109375,0.0,0.0
332,0.45967413117519684,0.38671875,0.0,0.0
333,0.6427605849163179,0.689453125,0.0,0.0
334,0.7936249495163135,0.544921875,0.0,0.0
335,0.23257017518470557,0.275390625,0.0,0.0
336,0.6711728057068262,0.447265625,0.0,0.0
337,0.8496673823073266,0.93896484375,0.0,0.0
338,0.3817719863187665,0.8125,0.0,0.0
339,0.4376577088747301,0.2119140625,0.0,0.0
340,0.9036629003462847,0.81640625,0.0,0.0
341,0.05420628053281662,0.263671875,0.0,0.0
342,0.8662865969761622,0.833984375,0.0,0.0
343,0.6205497759564235,0.6767578125,0.0,0.0
344,0.07796088860067774,0.46484375,0.0,0.0
345,0.5020676800666559,0.16796875,0.0,0.0
346,0.8697222766249247,0.91943359375,0.0,0.0
347,0.9947616949052922,0.9810791015625,0.0,0.0
348,0.44808936535718213,0.189453125,0.0,0.0
349,0.4437660654946288,0.53515625,0.0,0.0
350,0.7103503101216923,0.5625,0.0,0.0
351,0.42929328390061205,0.23828125,0.0,0.0
352,0.8177041117612729,0.859375,0.0,0.0
353,0.5767874207234067,0.4833984375,0.0,0.0
354,0.506018439021848,0.70703125,0.0,0.0
355,0.4900450424213273,0.37890625,0.0,0.0
356,0.6309171522858513,0.798828125,0.0,0.0
357,0.4095238588992466,0.177734375,0.0,0.0
358,0.9272444291589726,0.8984375,0.0,0.0
359,0.9970599022321408,0.9981536865234375,0.0,0.0
360,0.5042328813601977,0.583984375,0.0,0.0
361,0.6580717496976464,0.515625,0.0,0.0
362,0.670473002184812,0.859375,0.0,0.0
363,0.15873740786657764,0.16796875,0.0,0.0
364,0.3809905127800265,0.322265625,0.0,0.0
365,0.9484070328056867,0.947265625,0.0,0.0
366,0.6138933188532284,0.724609375,0.0,0.0
367,0.9337667819401391,0.74609375,0.0,0.0
368,0.9356299977703548,0.8642578125,0.0,0.0
369,0.3470332932086174,0.21484375,0.0,0.0
370,0.24574177357473914,0.8125,0.0,0.0
371,0.7122540857964603,0.12890625,0.0,0.0
372,0.6640417610095872,0.0859375,0.0,0.0
373,0.861820490077202,0.7939453125,0.0,0.0
374,0.053460434284539615,0.310546875,0.0,0.0
375,0.9012261717313839,0.85986328125,0.0,0.0
376,0.43195929118363485,0.9375,0.0,0.0
377,0.5306549929888301,0.705078125,0.0,0.0
378,0.756467847943959,0.1875,0.0,0.0
379,0.27097152435063654,0.330078125,0.0,0.0
380,0.5552903246738694,0.63671875,0.0,0.0
381,0.6591643622346506,0.6015625,0.0,0.0
382,0.630515977159568,0.806640625,0.0,0.0
383,0.9938908046648917,0.98822021484375,0.0,0.0
384,0.9639584209159938,0.9676513671875,0.0,0.0
385,0.42181906532299773,0.310546875,0.0,0.0
386,0.5629087042263905,0.337890625,0.0,0.0
387,0.3932787660679977,0.37109375,0.0,0.0
388,0.022475972921599197,0.06298828125,0.0,0.0
389,0.243609965739239,0.63671875,0.0,0.0
390,0.20216440479527142,0.123046875,0.0,0.0
391,0.09369651531790513,0.1748046875,0.0,0.0
392,0.8271947923427294,0.91796875,0.0,0.0
393,0.2583036587038987,0.29296875,0.0,0.0
394,0.823980220166008,0.576171875,0.0,0.0
395,0.7182939971904536,0.85546875,0.0,0.0
396,0.6786607895822439,0.638671875,0.0,0.0
397,0.2916734140271092,0.173828125,0.0,0.0
398,0.3649167432981778,0.0234375,0.0,0.0
399,0.7234111483032338,0.56640625,0.0,0.0
400,0.6789045286870363,0.78515625,0.0,0.0
401,0.5872958360613687,0.505859375,0.0,0.0
402,0.8407095215592654,0.6728515625,0.0,0.0
403,0.24280389495977528,0.48828125,0.0,0.0
404,0.41623797176399113,0.693359375,0.0,0.0
405,0.9901785548147201,0.9892578125,0.0,0.0
406,0.617675543789247,0.4921875,0.0,0.0
407,0.6081664217371711,0.330078125,0.0,0.0
408,0.16286787683318016,0.11181640625,0.0,0.0
409,0.7238007603627301,0.69140625,0.0,0.0
410,0.816489928599931,0.533203125,0.0,0.0
411,0.026471539471735417,0.044921875,0.0,0.0
412,0.48150416259516204,0.5810546875,0.0,0.0
413,0.7584104547835429,0.45703125,0.0,0.0
414,0.22972652792582027,0.43359375,0.0,0.0
415,0.6418702879426458,0.4296875,0.0,0.0
416,0.27103951567099493,0.2998046875,0.0,0.0
417,0.3622549938015194,0.384765625,0.0,0.0
418,0.12412133348226095,0.2265625,0.0,0.0
419,0.02970252249793115,0.1494140625,0.0,0.0
420,0.1356329920272913,0.0107421875,0.0,0.0
421,0.2721197697368086,0.43359375,0.0,0.0
422,0.570449038645494,0.68359375,0.0,0.0
423,0.17422767413360019,0.2509765625,0.0,0.0
424,0.9800845986109769,0.975830078125,0.0,0.0
425,0.4243260889647408,0.66015625,0.0,0.0
426,0.5935035235981881,0.453125,0.0,0.0
427,0.2893626975912932,0.125,0.0,0.0
428,0.07043251135758166,0.671875,0.0,0.0
429,0.008286384275797976,0.123046875,0.0,0.0
430,0.8915542104184628,0.65625,0.0,0.0
431,0.3773300933546656,0.306640625,0.0,0.0
432,0.43256580339599715,0.3505859375,0.0,0.0
433,0.3868783105944933,0.79296875,0.0,0.0
434,0.30514592128975637,0.126953125,0.0,0.0
435,0.570856873734656,0.64453125,0.0,0.0
436,0.3065497067271894,0.041015625,0.0,0.0
437,0.2936133888337372,0.24609375,0.0,0.0
438,0.8723299681884468,0.734375,0.0,0.0
439,0.984463034431376,0.9248046875,0.0,0.0
440,0.6416119939033936,0.259765625,0.0,0.0
441,0.8711279728178042,0.568359375,0.0,0.0
442,0.48181187103044965,0.318359375,0.0,0.0
443,0.13892145105533804,0.703125,0.0,0.0
444,0.5275778173336121,0.32421875,0.0,0.0
445,0.36304334600072063,0.8203125,0.0,0.0
446,0.09252445109017349,0.3515625,0.0,0.0
447,0.7096194070176859,0.5849609375,0.0,0.0
448,0.8198822592844173,0.21875,0.0,0.0
449,0.35014423748375945,0.109375,0.0,0.0
450,0.1513320062268403,0.5,0.0,0.0
451,0.3072199254504375,0.16015625,0.0,0.0
452,0.9122056321793837,0.830078125,0.0,0.0
453,0.14256268878553335,0.1171875,0.0,0.0
454,0.7313121329714495,0.568359375,0.0,0.0
455,0.6103000915551136,0.681640625,0.0,0.0
456,0.8329163007345938,0.85595703125,0.0,0.0
457,0.7226295344381942,0.7626953125,0.0,0.0
458,0.49605997919773526,0.12109375,0.0,0.0
459,0.5783306668298099,0.5390625,0.0,0.0
460,0.9150903355290568,0.7861328125,0.0,0.0
461,0.9179835964079979,0.59765625,0.0,0.0
462,0.6632982960228415,0.6708984375,0.0,0.0
463,0.04701552495362571,0.2822265625,0.0,0.0
464,0.14380747727613286,0.0986328125,0.0,0.0
465,0.5313981638588527,0.251953125,0.0,0.0
466,0.9785293478366422,0.96826171875,0.0,0.0
467,0.6664163138743885,0.4541015625,0.0,0.0
468,0.3058044621867555,0.083984375,0.0,0.0
469,0.12679714096132588,0.62890625,0.0,0.0
470,0.5804651765685421,0.07421875,0.0,0.0
471,0.06332884657467697,0.734375,0.0,0.0
472,0.026523880173143555,0.37109375,0.0,0.0
473,0.10967842385128668,0.478515625,0.0,0.0
474,0.9378974616867053,0.9501953125,0.0,0.0
475,0.020076514348259078,0.30859375,0.0,0.0
476,0.18361984646313156,0.7578125,0.0,0.0
477,0.06583295664280386,0.171875,0.0,0.0
478,0.9774513652618309,0.9150390625,0.0,0.0
479,0.4494236682249768,0.7421875,0.0,0.0
480,0.03973843482363559,0.283203125,0.0,0.0
481,0.5677758697263796,0.3857421875,0.0,0.0
482,0.5225627367131344,0.6875,0.0,0.0
483,0.648588323601547,0.478515625,0.0,0.0
484,0.9324758528075635,0.671875,0.0,0.0
485,0.1038615652363406,0.5,0.0,0.0
486,0.304547368141028,0.458984375,0.0,0.0
487,0.7263011290813254,0.431640625,0.0,0.0
488,0.05589079959959742,0.25390625,0.0,0.0
489,0.9120574795812645,0.59375,0.0,0.0
490,0.8829494079141958,0.89697265625,0.0,0.0
491,0.27800416298585817,0.181640625,0.0,0.0
492,0.7121259972535385,0.8828125,0.0,0.0
493,0.294184402042883,0.263671875,0.0,0.0
494,0.06374760852086814,0.6171875,0.0,0.0
495,0.5923420260373901,0.890625,0.0,0.0
496,0.5043480007079933,0.4765625,0.0,0.0
497,0.8666859519257133,0.91162109375,0.0,0.0
498,0.3767688866556821,0.373046875,0.0,0.0
499,0.5828343944894935,0.486328125,0.0,0.0
500,0.6718095020005609,0.75,0.0,0.0
501,0.7913818231145522,0.6552734375,0.0,0.0
502,0.705404569436991,0.19140625,0.0,0.0
503,0.07488064938595806,0.1162109375,0.0,0.0
504,0.6124020372812786,0.888671875,0.0,0.0
505,0.983310661250656,0.942626953125,0.0,0.0
506,0.266568215372582,0.1943359375,0.0,0.0
507,0.8451750909273334,0.841796875,0.0,0.0
508,0.6307493073309582,0.646484375,0.0,0.0
509,0.6891329396820443,0.6142578125,0.0,0.0
510,0.352127513301706,0.265625,0.0,0.0
511,0.2548012204560124,0.0615234375,0.0,0.0
512,0.974908402002526,0.9874267578125,0.0,0.0
513,0.9805403614444715,0.991943359375,0.0,0.0
514,0.9000450992630517,0.87548828125,0.0,0.0
515,0.6302653225460261,0.48828125,0.0,0.0
516,0.4950583589128916,0.6005859375,0.0,0.0
517,0.575906243251314,0.59765625,0.0,0.0
518,0.37505660634352445,0.15234375,0.0,0.0
519,0.1472998839659979,0.0400390625,0.0,0.0
520,0.19000168561349073,0.048828125,0.0,0.0
521,0.44565934307713095,0.0625,0.0,0.0
522,0.9591976735324335,0.5625,0.0,0.0
523,0.7788296140277803,0.7158203125,0.0,0.0
524,0.7147407594239771,0.751953125,0.0,0.0
525,0.10486802470026968,0.2265625,0.0,0.0
526,0.02435760374104745,0.01708984375,0.0,0.0
527,0.14649197400623315,0.091796875,0.0,0.0
528,0.5686947827744077,0.9140625,0.0,0.0
529,0.6783384724242395,0.732421875,0.0,0.0
530,0.12975030625611872,0.18359375,0.0,0.0
531,0.7993504789243896,0.833984375,0.0,0.0
532,0.011194151720830825,0.37109375,0.0,0.0
533,0.5216380938970316,0.55078125,0.0,0.0
534,0.5803547838934647,0.595703125,0.0,0.0
535,0.8829613969446679,0.125,0.0,0.0
536,0.9567811504830519,0.969482421875,0.0,0.0
537,0.23638962166071698,0.296875,0.0,0.0
538,0.08794698964890935,0.2216796875,0.0,0.0
539,0.8701324619090445,0.92529296875,0.0,0.0
540,0.6504253489157598,0.662109375,0.0,0.0
541,0.09864103014086978,0.59765625,0.0,0.0
542,0.4502439008894906,0.5458984375,0.0,0.0
543,0.020766606217816785,0.0615234375,0.0,0.0
544,0.05130662810683684,0.083984375,0.0,0.0
545,0.05284501145086984,0.0302734375,0.0,0.0
546,0.3255961288373598,0.107421875,0.0,0.0
547,0.11940791070712786,0.3818359375,0.0,0.0
548,0.8118900781536811,0.2734375,0.0,0.0
549,0.5513322350063985,0.87109375,0.0,0.0
550,0.9906001427639543,0.9710693359375,0.0,0.0
551,0.7582803587111097,0.734375,0.0,0.0
552,0.4034684415991818,0.06640625,0.0,0.0
553,0.561500520756406,0.408203125,0.0,0.0
554,0.705587835257935,0.15625,0.0,0.0
555,0.9170199023097216,0.89990234375,0.0,0.0
556,0.9495951002646424,0.859375,0.0,0.0
